Gene,TNBC1,TNBC2,TNBC3,TNBC4,TNBC5,TNBC6,TNBC7,TNBC8,TNBC9,TNBC10,Normal1,Normal2,Normal3,Normal4,Normal5,Normal6,Normal7,Normal8,Normal9,Normal10
ACAP3,35.88510905,36.16890475,52.08933235,18.73673847,9.232714398,25.57065375,9.779644843,18.49839066,16.83030234,41.52828759,23.50562803,20.85198415,25.9490662,19.47336087,29.13142535,19.41000235,20.29813548,16.52114324,27.98460201,23.12611494
ACAT1,42.52782542,58.86160088,23.91824469,29.46363904,253.8755606,81.55259612,35.05738607,42.89187285,50.3338813,222.6405171,64.97478594,153.4883733,50.67786469,269.2043043,110.4292988,72.67197309,105.1923905,88.61941233,45.85035493,208.2996331
ACAT2,27.96679861,45.26921805,11.15971577,32.11787944,15.25404988,49.01142815,146.2029587,48.67997542,123.7219935,100.434363,20.25168837,10.16221864,13.15830835,14.80597744,15.86940493,16.48859894,12.8701946,16.27883314,33.72949698,18.18815445
ACBD3,107.799734,110.8689232,88.35041453,76.18769348,216.3024272,105.8404816,64.94266948,56.95022179,57.35721358,49.7216172,49.09140012,68.52556176,76.97977938,64.12466236,57.32494261,70.34475342,70.65123966,80.75534815,43.82658511,60.57231528
ACBD4,3.22508693,4.395257698,10.68007183,3.722218791,2.777842767,2.601841247,1.529776847,4.664718524,4.63939632,3.138573843,16.90859968,12.60559361,13.17301037,16.07654293,19.8648934,14.75556301,14.80685245,15.30959273,15.10211026,19.39521146
ACBD5,57.11292004,26.72006882,74.24888257,41.94956283,82.94991753,53.28328843,26.46149713,19.386399,19.71386559,120.2899722,29.10715885,49.06185885,38.46048565,64.53954088,33.89599846,46.47837298,42.80259003,38.83570071,25.50385191,62.71209816
ACBD6,27.91866298,39.38305796,68.30129766,63.78029751,16.02478082,18.92688238,69.38630698,43.44821542,48.39247238,104.9274792,25.02116156,17.18692169,18.61275796,17.55454768,22.65985952,18.25464507,20.59231135,17.95297565,27.74523139,19.86157439
ACBD7,2.936273175,7.648135641,1.662765673,17.60593783,0.449593049,7.805523742,16.71827554,29.88201568,11.39150235,5.352094343,1.574966227,0.333187496,3.19033845,0.233369172,0.994182578,2.822372791,0.563837097,1.696170706,3.351188733,0.466362935
ACCN2,3.850850066,1.897512134,11.19169203,25.06608097,0.62621889,4.465485676,8.686947095,1.9899946,3.383190547,1.949219545,6.106708672,8.357453035,16.76030338,2.774500151,3.432743619,4.109770906,6.324781344,5.396906791,10.27117586,4.279565753
ACCS,6.69085199,2.981804782,12.18295618,5.292775243,7.723366305,5.566730111,14.42361027,5.777403676,8.379463507,11.76139251,28.46825746,13.32749986,17.02493975,17.16559906,22.45351973,14.64002728,12.33087216,13.61342203,18.58386479,18.078422
ACD,22.62374414,20.02068925,22.7031467,13.09844081,14.33880688,15.52633637,41.50430279,31.5724412,29.4637354,18.43499163,21.23232772,10.24551551,13.4082427,9.516276217,17.76397927,13.0720424,10.14906774,14.97916987,25.54737384,11.11041109
ACE2,0,5.808710613,1.886599514,0.251289032,29.80159639,21.34719982,0.309597695,0.759621594,0.314051443,1.387580015,0.520036018,0.249890622,2.425833384,1.426144937,0.675293827,1.964107381,2.304377699,0.925184021,1.675594366,2.661012039
ACER2,1.564407839,0.871306592,1.119169203,2.041723387,12.26746748,3.19481902,1.566200105,1.947199017,1.184830445,2.2135205,4.502026101,13.91057797,10.15909617,22.45530028,6.096402601,8.582654101,12.01218162,8.921417349,2.480750101,18.81911607
ACER3,12.53933053,20.02068925,11.44750214,9.046405163,16.90791002,39.11232982,39.28248403,12.81727704,28.30745508,53.75220677,13.93696529,51.47746819,19.03911656,81.78292967,17.55763949,19.80612485,45.30308498,24.31912285,9.9882833,52.58927916
ACE,15.78848527,24.18359852,36.54886855,21.87785137,16.69917039,22.41213949,9.397200631,16.39070821,19.08576271,7.929028656,23.71364243,99.1510458,21.68548025,38.11696468,58.73180475,23.65181409,49.49509122,41.50111181,39.80080644,58.29536683
ACHE,1.203390646,1.761975553,0.8633591,0.141350081,1.541461882,2.529231724,0.21853955,2.878002942,0.58527769,1.354542395,1.054930208,0.194359373,0.529272738,0.518598159,2.476077364,2.657321751,1.127674193,0.925184021,1.762638229,0.905292756
ACIN1,173.1919817,132.7096751,158.4743592,247.9751582,112.9602535,120.1082529,126.7347271,119.6778473,189.530046,119.6952951,158.0612332,146.3803734,171.0433066,134.2391335,140.5361486,162.6412952,118.6264222,155.5190284,160.965864,129.9506601
ACLY,225.4191358,187.7181647,80.06856243,289.5163763,375.5868217,207.0823601,160.6994154,126.6963228,218.8795808,435.237598,159.3984687,168.4818107,144.9178161,214.07732,168.7671822,128.3271839,159.7375009,173.9786524,845.1741505,144.5450766
ACN9,1.708814717,5.750623507,22.89500427,10.42849484,34.65077856,10.08062214,43.63506339,5.574124658,7.208908128,10.53900059,8.246285432,6.275031182,7.174586008,7.804902293,7.315683122,6.948648801,6.815074471,6.49831634,6.506528773,6.748545996
ACO1,27.00408609,43.77831566,17.74682594,35.5888092,69.43001227,51.35913607,36.8239141,49.20422131,33.27517791,60.52491874,63.17694713,397.6870426,79.97899156,752.5118586,236.2965648,70.41077384,276.8194998,145.672427,51.70405473,639.520749
ACO2,125.8987294,96.8505683,64.65600369,200.4187088,147.2738373,127.4781195,85.84961972,74.84947429,217.7661257,155.3098488,119.5191352,152.849764,110.397472,331.6435227,188.1256052,89.16057203,184.914053,117.6305399,157.1794559,243.8803817
ACOT11,2.069831911,2.459020826,2.909839929,17.27612097,0.578048206,7.914438027,2.112548979,1.829511164,4.096943827,70.13886599,2.28815848,1.499343734,2.264111158,0.751967331,2.082155965,1.683520612,2.132775104,1.453860605,2.415467203,0.438929821
ACOT13,33.28578526,28.26905832,156.9394986,35.24328678,67.98489176,36.29266001,84.37447776,21.20521127,79.46929019,53.25664247,29.52318767,44.42499952,22.62640956,58.18671344,34.9089392,22.49645681,35.7913983,29.98036793,27.33177304,50.94329233
ACOT1,17.56950343,9.158400401,33.86286247,10.93107291,33.01297531,8.761549131,19.10399896,6.665412019,21.28412281,33.13673226,31.48446636,81.2699835,22.55289946,170.981813,79.40329911,19.87214527,69.52356547,55.92957691,30.68296177,101.7494191
ACOT2,13.26136492,2.575195039,13.81374559,6.926153953,23.42700923,8.834158654,9.506470406,5.681113615,13.24726088,13.281123,18.32012601,50.11695258,12.33499521,116.0363381,46.29514345,10.99239929,45.10696772,29.73805783,19.9765666,76.12689081
ACOT4,2.045764098,8.170919596,5.85165612,3.392401936,29.88188086,3.400546003,8.960121532,2.524939384,2.883563251,6.409298164,9.52408822,8.524046783,6.836439536,20.74392636,13.56215102,5.545714958,10.51678758,8.590994484,9.052561771,16.78906565
ACOT7,48.13562583,40.75778614,34.98203167,26.96645428,5.555685533,66.00205658,30.03097643,52.60647014,46.87931543,92.00977003,21.60378202,19.01945292,13.01128815,10.03487438,17.53888133,7.493317235,17.62603793,10.85989816,31.03113722,11.98827073
ACOT8,18.89323314,10.74611463,30.63325991,24.37503613,13.43962078,5.832965029,16.82754532,27.25008734,16.33067505,30.72498604,13.7735254,10.63423426,9.659227473,10.86463143,12.64300109,8.483623477,8.825276294,8.635050866,18.91027928,9.875920969
ACOT9,15.35526464,58.39690403,6.970825323,18.40692162,30.04244981,42.11352345,42.39667261,28.48046034,132.5725342,5.219943865,19.46420525,43.53649953,14.70202051,34.27933831,29.58162124,20.07020651,29.07438246,27.51321054,20.9340491,37.06213675
ACOX1,50.75901744,56.86727691,45.82198481,103.9865427,153.6644814,129.8016243,86.37775696,40.07806328,63.29564087,242.0335997,64.42503358,179.1715762,91.44656756,276.3868888,147.2703287,84.09350509,163.8559632,104.4576816,52.53097143,251.8908509
ACOX2,0.361017194,2.478383195,1.279050518,0.235583468,51.15726621,1.81523808,0.928793086,0.374461349,1.65590761,1.420617634,15.55650603,19.15828104,8.718298161,31.60855779,19.90240972,10.43122575,16.86608358,12.66620982,14.55808612,34.3736916
ACOX3,15.81255308,40.62224956,10.58414304,19.14508315,21.82131977,25.97000613,13.8772614,46.75417419,14.3178908,58.77392491,30.62269239,20.54656228,41.47439985,23.75179568,38.941944,32.51505496,28.06928155,24.73765848,50.28959195,26.41808859
ACP1,81.54175015,66.64527311,67.69374867,90.40122937,110.5356625,69.1000629,152.9412614,164.2922423,132.9436859,251.5484341,59.35839694,51.39417132,55.85297591,52.81922249,55.74925702,59.78148684,64.71869282,57.38343751,77.4907992,53.98836797
ACP2,52.27528965,84.18757916,40.03428121,65.17809275,54.36864513,65.9778534,32.59881614,57.78473566,53.17461936,75.29273462,55.56956309,83.60229597,34.57915223,51.8598159,77.07728704,38.15980054,43.04773659,40.97243523,59.45095855,60.68204773
ACP5,124.2380503,83.58734573,18.77006635,7.083209598,134.6370613,97.70821503,8.887275015,81.42929515,31.1624682,77.80359369,61.82485349,131.8867173,26.6694652,13.97622038,113.2992976,32.03640694,29.76079284,24.1869537,43.84834608,56.45734821
ACP6,5.992885416,11.19144912,23.47057701,11.57500105,21.96583182,13.045511,37.66164904,22.874239,13.29008607,59.26948921,9.59837908,6.136203059,14.67261647,11.02021088,27.72456321,13.33612407,9.707803923,13.87776032,24.95982777,8.641430848
ACPL2,10.83051581,41.08694641,26.34844067,37.70906041,21.86949045,27.47060294,39.99273757,15.82366674,12.11953069,24.87732741,22.85186846,17.88106231,34.85849062,10.39789309,17.20123442,21.2255638,16.76802496,21.05895058,23.54536499,14.26521918
ACRBP,0.890509078,1.123017385,0.351738892,0.691044839,0.5941051,2.613942835,0.63740702,1.005696195,0.428251968,0.231263336,1.158937412,3.054218717,0.955631333,1.815093556,1.650718243,1.254387907,0.53932244,1.057353167,0.391697384,2.715878267
ACRC,1.371865336,0.542146324,2.078457092,0.722455968,1.172153306,0.592977773,2.003279204,1.101986257,0.442527034,0.198225716,1.262944616,1.443812484,0.808611128,1.192775766,0.731568312,1.55147978,1.103159537,0.506648393,0.522263179,1.344222576
ACSF2,9.57898954,28.23033358,6.810944009,15.89403129,110.9852555,15.65945383,5.354218964,27.62454869,16.15937426,44.53471095,74.35029244,58.55770249,35.32895528,93.86626677,89.94538607,44.66281154,62.19368322,49.32111961,79.57985192,81.75067914
ACSF3,22.7440832,15.64479392,18.8979714,24.79908638,14.40303446,10.57678721,8.140598221,20.75585765,18.55758528,8.358517709,22.10895986,14.38259359,16.81911146,16.85444017,19.11456693,13.27010365,10.24712636,16.30086133,23.91530141,15.06077948
ACSL1,225.3710001,92.5133977,114.7308315,208.0830243,1107.556419,85.71554212,102.5678953,17.00054526,62.9102141,238.366424,125.4772621,1546.850718,249.3903739,4137.609481,678.3701652,300.4259038,1367.746223,440.9603271,99.59994045,2211.301004
ACSL3,123.6363549,123.880435,125.3149745,403.0990189,755.4447774,105.6710594,133.9829555,124.2783724,398.445631,138.0972491,169.2345785,129.8875923,222.7356107,146.4261902,276.9079852,139.4021087,147.2350262,136.1562485,220.3515396,104.1909662
ACSL4,81.87869953,80.66362805,79.17322707,14.55905831,35.91927323,98.07126265,59.31527608,39.5324196,50.03410493,10.43988773,49.26969819,196.7749823,60.23417802,147.593036,78.54042367,58.84069591,95.85230642,83.66306936,27.44057787,151.375922
ACSL5,68.06377492,42.59721117,6.555133905,8.65376605,71.01964484,61.92382169,10.67201467,35.15657126,8.008311801,165.8488494,40.14678061,63.30562432,32.77080371,62.90595668,51.49115428,57.04163957,36.79649921,48.08754092,29.31202093,51.43708838
ACSM3,1.083051581,0.15489895,3.517388925,7.915604518,384.6107965,0.750298406,4.024770038,4.30095607,0.199850918,26.26490742,8.736605107,0.277656247,7.600944602,0.518598159,25.51110012,6.602041617,2.525009606,2.90772121,6.027787525,0.57609539
ACSM5,0.361017194,0.212986056,0.063952526,0.078527823,1.156096412,0.21782857,0.236751179,0.106988957,0.071375328,0.495564291,4.561458789,85.37929595,6.762929433,88.732145,19.32090671,8.516633685,26.08359438,6.916851969,0.587546076,73.24641386
ACSS1,26.49866202,12.45000308,9.528926359,22.86730194,114.0842362,75.429193,19.79604086,179.6023621,32.43294904,91.54724336,48.06618626,30.15346842,41.94486451,22.22193111,49.52154728,49.64735296,32.28580244,34.38600613,68.59056419,18.24302068
ACSS2,11.04712613,34.31011736,65.58331531,65.64925969,102.5072152,19.33833634,110.1257213,65.00649025,86.62109806,255.6450989,51.76587107,283.2093719,73.02493586,414.8785272,147.889348,65.93789064,148.6568762,103.6206104,79.36224226,371.9107238
ACSS3,4.596952267,4.937404021,1.119169203,12.61156831,115.176105,5.348901541,18.48480357,3.915795825,14.71759263,4.162740045,11.51508326,57.8913275,17.83355088,98.01505205,26.29894291,25.40135512,38.78218638,19.73725912,7.398728371,84.24709249
ACTA2,185.6591088,878.6642921,1333.79388,150.5064248,275.0546046,132.8149195,152.0488916,64.72831896,69.11986763,119.9926337,2065.895086,264.3287471,1225.70745,953.8835237,836.4451951,1037.230253,724.1139199,1199.346886,1498.677714,172.5542858
ACTB,5446.016571,9457.355373,13275.04149,5650.736469,3834.980537,6142.172684,9631.966742,4218.638766,5896.629897,7296.42432,3840.986031,4474.763608,3393.535076,3529.864299,5169.71189,2422.008482,3189.724514,3374.256267,5126.4048,3493.634476
ACTG1,3991.261687,7657.603839,2625.091307,4900.214658,1478.904221,3059.777409,3261.757412,4536.588549,3827.873115,3974.194351,2626.063027,2255.012976,2763.156542,1370.136336,3013.423669,1733.498067,2076.440424,2127.79108,4430.445592,1733.553327
ACTG2,30.0125627,161.4627927,177.7240695,8.622354921,0.690446468,1.657917446,385.3944956,4.2260638,25.36679157,0.958090963,409.2534882,11.63379675,307.0075922,125.1118059,217.4633703,165.9918313,236.2722581,239.2261541,299.8008258,9.793621628
ACTL6A,140.6522987,133.910142,66.67050825,213.1559217,77.74748368,87.96643734,267.2192342,111.3755042,130.2885237,77.4732175,32.82170184,31.12526529,35.10842497,28.49696884,30.70711095,39.23263231,34.0508577,38.8577289,45.58922334,30.86225303
ACTN1,525.6891697,1009.689441,294.3734767,230.6519205,240.0345175,511.0621289,503.0051966,127.9801903,731.5400117,161.2235827,504.2566397,162.8176232,396.4987911,463.4452448,382.816567,356.7908341,361.5421522,340.6659736,563.7613409,300.8040929
ACTN4,868.5833002,1477.794067,626.9905639,779.0431168,302.4316099,573.6515379,599.7817938,502.7625066,1300.701152,755.0747914,516.3660498,381.7773396,489.6948991,540.4830013,556.8172764,414.3936472,537.8760755,565.7500291,707.3401932,555.9320512
ACTR10,48.40037177,49.12232942,39.45870848,32.35346291,90.32003215,52.04892654,75.56004926,31.41195776,31.00544248,52.99234152,59.87843296,62.44488995,45.2381171,62.20584917,56.42455085,50.95125618,52.97617242,58.55093164,53.88015131,58.24050061
ACTR1A,178.2702903,128.1982432,126.2422861,236.3373349,110.9370848,129.0997322,144.7824516,120.3732755,95.47163873,322.0837515,119.6082842,188.0565761,93.49014841,189.2623981,184.2051494,91.57031722,137.0859584,127.8956769,160.5741666,199.4113042
ACTR1B,42.8647748,56.44130479,53.91197934,34.97629218,32.32252884,46.31277421,24.36715978,62.21407847,78.0132335,29.27133079,80.69473186,65.77676491,63.20398616,65.34336803,79.77846235,62.57084942,61.55630215,63.85972566,101.6672322,71.68272637
ACTR2,409.0084127,369.9955037,260.7984006,227.2909297,558.5711926,488.5894815,732.0528561,238.692363,503.4387385,413.3997316,183.4687072,407.5160737,216.2520196,341.4968877,226.692386,252.3135255,342.5923228,263.6333897,168.1905046,320.8302659
ACTR3B,20.07255597,10.64930279,64.40019358,131.7696863,5.555685533,24.63883153,24.02113882,38.2913477,12.01960523,69.14773741,12.74831153,3.026453092,20.788657,4.874822694,6.509082162,8.450613269,6.055120124,8.150430664,13.4265159,4.361865095
ACTR3C,1.805085969,0.929393698,5.084225809,2.748473791,5.619913112,1.754730144,8.231656367,8.708901097,2.041334381,3.964514328,2.065285901,1.277218736,2.087686912,1.555794477,1.275555006,2.624311543,1.495394039,1.762255279,2.045530785,1.37165569
ACTR3,363.0148222,488.5900121,226.551823,224.5110448,281.7663865,272.1767977,551.9762673,250.3541593,321.4459272,197.829265,126.0270145,224.0685913,130.2451997,159.2355647,137.6098753,140.2768792,128.628402,146.7958647,146.8212362,149.0715404
ACTR5,22.98476133,10.88165122,20.04911687,15.68985895,15.92843945,5.215784082,18.39374542,16.19812808,19.71386559,18.46802925,10.28185499,6.774812427,9.115252715,6.767705975,9.941825781,10.59627679,11.96315231,10.70570082,11.33746318,7.105176475
ACTR6,38.98985692,22.16991217,21.07235728,55.47205388,64.61294389,31.97239338,71.22568153,43.0202596,54.11677369,55.66838869,27.71049069,19.54699979,31.3300057,24.24446393,24.16051246,30.93056497,26.47582888,29.67197326,27.44057787,20.38280356
ACTR8,20.1206916,21.89883901,15.44453501,12.73721282,35.74264739,30.67752355,16.90039183,16.00554796,23.81080942,19.39308259,19.44934708,20.13007791,27.03701571,27.33012298,20.16502399,29.42860051,29.63821955,24.93591219,22.89253602,24.58006997
ACVR1B,29.50713863,23.60272746,23.40662448,82.01445792,75.99728217,18.32180302,31.70644631,47.9738483,23.41110758,25.00947789,50.51778463,41.84279642,62.49828918,47.99625961,50.51572986,62.19123203,71.33765004,55.99566148,61.80114286,52.94590964
ACVR1C,0.722034387,3.562675843,0.063952526,0.235583468,3.500403024,0.943923801,3.988346779,0.759621594,0.599552755,2.246558119,2.704187295,160.8462639,20.47991457,331.539803,37.96651958,33.19176423,120.9062852,55.20264661,2.74188169,187.5876322
ACVR1,32.22680149,57.7966706,25.00543763,29.33799452,69.6548088,63.78746612,40.04737246,46.7434753,16.54480103,20.11991022,56.63935147,81.85306162,57.04383957,63.26897539,49.78416155,49.0036539,46.01401001,58.17645239,53.00971268,53.4671388
ACVR2A,11.98577083,12.43064071,15.63639258,5.70111992,30.37964459,17.17215223,42.81554008,10.20674649,7.522959571,16.65096018,20.96488062,27.73785908,34.49094011,29.92311377,17.18247625,29.36258009,25.59330125,27.1167031,29.22497706,24.38803817
ACVR2B,24.18815198,13.43748389,17.42706331,12.2189292,17.93555127,17.8619427,15.68021268,19.75016146,40.94088814,24.97644027,13.83295809,17.96435918,20.24468224,16.49142146,11.47999505,34.13255516,24.36756843,13.45922469,13.25242817,16.92623122
ACVRL1,22.96069352,22.94440692,48.28415706,14.32347484,10.83840386,19.07210142,16.79112206,8.141859625,14.81751809,9.680022485,44.03962166,129.7765298,30.96245519,87.90238795,78.18401859,28.63635551,66.67986533,59.8726231,31.57516137,67.40316062
ACY1,43.87562294,28.61758096,50.2347091,9.878800082,47.48023735,19.96761888,23.93008068,34.37555187,33.24662778,38.42275136,39.61188642,27.21031221,29.09529858,51.41900746,47.28932602,20.69740047,30.66783512,26.01529355,58.86341248,30.09412584
ACYP1,6.450173861,3.872473742,8.953353626,4.554613711,1.557518777,2.529231724,11.61901938,3.348754353,6.637905504,3.402874798,4.145429974,3.054218717,2.61695965,1.192775766,2.53235185,3.812679034,2.304377699,4.537807343,3.024774246,1.453955032
ACYP2,8.134920765,3.582038212,15.02884359,9.910211211,3.580687497,5.820863442,15.71663594,8.687503305,16.00234854,4.856530052,7.785682102,11.60603112,8.997636551,14.28737928,10.97352468,6.684567137,8.384012479,11.14626464,10.14061006,14.34751852
